question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
5,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.0,37.273599999025464,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.6,52.29319998761639,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.2,32.061000005342066,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.6,42.72820000187494,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.5,0.5,1.0,0.6131471927654584,0.16666666666666666,35.212599992519245,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.0,39.47560000233352,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.6,40.13939999276772,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,36.194899992551655,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.0,0.0,0.0,0.0,0.2857142857142857,42.171700013568625,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.4,29.773899994324893,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.0,0.0,0.0,0.0,0.6,42.42270000395365,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,0.9197207891481876,1.0,49.88539998885244,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.3333333333333333,40.36830001859926,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,1.0,39.6271999925375,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.8,38.343100022757426,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.5,33.28699999838136,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.725,0.5416666666666666,0.8,0.7032867981913646,0.47000000000000003,40.90487499925075,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.4,52.55680001573637,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,39.55190000124276,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,26.569000008748844,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.2,42.665200016926974,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,33.68180000688881,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,1.0,1.0,1.0,0.6,45.56950001278892,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,1.0,1.0,1.0,0.2,30.98950002458878,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.6,54.35379999107681,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.5,1.0,0.6131471927654584,0.16666666666666666,31.044799980008975,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,1.0,1.0,1.0,0.0,43.656299996655434,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.6,37.508799985516816,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,30.753300001379102,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.0,0.0,0.0,0.0,0.2857142857142857,39.34529999969527,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.4,43.48079999908805,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.0,0.0,0.0,0.0,0.6,37.220099999103695,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,1.0,34.24269999959506,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.3333333333333333,28.607399988686666,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,1.0,39.14800001075491,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.8,40.68930001812987,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.5,37.82800000044517,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6693426403617273,0.45999999999999996,38.473115002852865,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,43.635300011374056,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.0,58.73570000403561,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,33.547099999850616,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.2,39.780299994163215,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.0,47.22629999741912,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,1.0,1.0,1.0,0.6,39.37799998675473,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,1.0,1.0,1.0,0.2,49.392999993870035,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.6,51.93309998139739,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.5,1.0,0.6131471927654584,0.16666666666666666,32.75109999231063,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,1.0,1.0,1.0,0.0,62.0374999998603,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.6,37.88570000324398,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,31.207399995764717,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.0,0.0,0.0,0.0,0.2857142857142857,36.61439998541027,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.4,50.486500025726855,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.0,0.0,0.0,0.0,0.6,42.2242000058759,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,0.9197207891481876,1.0,45.49960000440478,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.3333333333333333,30.011800001375377,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,1.0,43.20609997375868,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.8,40.79179998370819,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.5,33.01429998828098,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.725,0.5416666666666666,0.8,0.7073007587339553,0.45999999999999996,42.46795999642927,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.4,49.59249999956228,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,37.479399994481355,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,32.24969998700544,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.2,39.483900007326156,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,34.0264999831561,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,1.0,1.0,1.0,0.6,40.59910000069067,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,1.0,1.0,1.0,0.2,35.75010001077317,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.6,38.907800015294924,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.5,1.0,0.6131471927654584,0.16666666666666666,33.43869998934679,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,1.0,1.0,1.0,0.0,37.716599996201694,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.6,56.858900003135204,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,34.0171999996528,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.0,0.0,0.0,0.0,0.2857142857142857,39.127099997131154,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.4,36.28920001210645,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.0,0.0,0.0,0.0,0.6,59.374499978730455,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,1.0,63.183699996443465,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.3333333333333333,36.23219998553395,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,1.0,50.27189999236725,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.8,44.2349000077229,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.5,34.82850000727922,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6693426403617273,0.45999999999999996,41.68311999819707,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,44.31620001560077,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.0,45.32810000819154,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,32.60090001276694,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.2,35.78980002203025,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.0,42.30619998998009,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.6,41.664799995487556,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.2,37.66629999154247,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.6,35.035999986575916,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.5,1.0,0.6131471927654584,0.16666666666666666,32.98009998979978,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,1.0,1.0,1.0,0.0,38.23289999854751,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.6,54.48630001046695,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,31.650899996748194,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.0,0.0,0.0,0.0,0.2857142857142857,40.32369999913499,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.4,42.90329999639653,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.0,0.0,0.0,0.0,0.6,64.12940000882372,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,0.9197207891481876,1.0,61.259299982339144,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.3333333333333333,43.148199998540804,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,1.0,1.0,1.0,32.38180000334978,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.8,30.1296999969054,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.5,39.05190000659786,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.725,0.5416666666666666,0.8,0.7073007587339553,0.45999999999999996,41.26929000049131,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,52.089399978285655,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,66.64900001487695,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,41.06459999457002,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.0,42.09659999469295,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.0,30.81730002304539,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,1.0,1.0,1.0,0.6,48.25269998400472,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.2,30.977899994468316,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,1.0,0.6666666666666666,1.0,1.0,0.6,39.781700004823506,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
